Probe,Gene Name,Model Count,Minimum Value,Maximum Value
ENSG00000005436,GCFC2,,,
ENSG00000005448,WDR54,,,
ENSG00000005469,CROT,,,
ENSG00000005471,ABCB4,,,
ENSG00000005486,RHBDD2,,,
ENSG00000005893,LAMP2,,,
ENSG00000006453,BAIAP2L1,,,
ENSG00000006459,KDM7A,,,
ENSG00000006468,ETV1,,,
ENSG00000006530,AGK,,,
ENSG00000006576,PHTF2,,,
ENSG00000006607,FARP2,,,
ENSG00000006625,GGCT,,,
ENSG00000006634,DBF4,,,
ENSG00000006652,IFRD1,,,
ENSG00000006704,GTF2IRD1,,,
ENSG00000006747,SCIN,,,
ENSG00000006756,ARSD,,,
ENSG00000006757,PNPLA4,,,
ENSG00000007062,PROM1,,,
ENSG00000007866,TEAD3,,,
ENSG00000007944,MYLIP,,,
ENSG00000008018,PSMB1,,,
ENSG00000008083,JARID2,,,
ENSG00000008086,CDKL5,,,
ENSG00000008196,TFAP2B,,,
ENSG00000008256,CYTH3,,,
ENSG00000008277,ADAM22,,,
ENSG00000008311,AASS,,,
ENSG00000008324,SS18L2,,,
ENSG00000008513,ST3GAL1,,,
ENSG00000008735,MAPK8IP2,,,
ENSG00000008853,RHOBTB2,,,
ENSG00000008952,SEC62,,,
ENSG00000008988,RPS20,,,
ENSG00000009413,REV3L,,,
ENSG00000009694,TENM1,,,
ENSG00000009954,BAZ1B,,,
ENSG00000010030,ETV7,,,
ENSG00000010256,UQCRC1,,,
ENSG00000010270,STARD3NL,,,
ENSG00000010282,HHATL,,,
ENSG00000010319,SEMA3G,,,
ENSG00000010322,NISCH,,,
ENSG00000010327,STAB1,,,
ENSG00000010361,FUZ,,,
ENSG00000010404,IDS,,,
ENSG00000010438,PRSS3,,,
ENSG00000010671,BTK,,,
ENSG00000010704,HFE,,,
ENSG00000010818,HIVEP2,,,
ENSG00000011198,ABHD5,,,
ENSG00000011201,ANOS1,,,
ENSG00000011426,ANLN,,,
ENSG00000011454,RABGAP1,,,
ENSG00000011523,CEP68,,,
ENSG00000012223,LTF,,,
ENSG00000012660,ELOVL5,,,
ENSG00000012817,KDM5D,,,
ENSG00000013016,EHD3,,,
ENSG00000013288,MAN2B2,,,
ENSG00000013297,CLDN11,,,
ENSG00000013374,NUB1,,,
ENSG00000013375,PGM3,,,
ENSG00000013441,CLK1,,,
ENSG00000013563,DNASE1L1,,,
ENSG00000013619,MAMLD1,,,
ENSG00000013810,TACC3,,,
ENSG00000014164,ZC3H3,,,
ENSG00000014257,ACP3,,,
ENSG00000015475,BID,,,
ENSG00000015479,MATR3,,,
ENSG00000016391,CHDH,,,
ENSG00000016402,IL20RA,,,
ENSG00000017483,SLC38A5,,,
ENSG00000018189,RUFY3,,,
ENSG00000018280,SLC11A1,,,
ENSG00000018408,WWTR1,,,
ENSG00000018510,AGPS,,,
ENSG00000019169,MARCO,,,
ENSG00000019549,SNAI2,,,
ENSG00000019582,CD74,,,
ENSG00000019991,HGF,,,
ENSG00000020181,ADGRA2,,,
ENSG00000020256,ZFP64,,,
ENSG00000021355,SERPINB1,,,
ENSG00000021826,CPS1,,,
ENSG00000022267,FHL1,,,
ENSG00000022556,NLRP2,,,
ENSG00000022567,SLC45A4,,,
ENSG00000023287,RB1CC1,,,
ENSG00000023330,ALAS1,,,
ENSG00000023892,DEF6,,,
ENSG00000025039,RRAGD,,,
ENSG00000025156,HSF2,,,
ENSG00000025708,TYMP,,,
ENSG00000025772,TOMM34,,,
ENSG00000026297,RNASET2,,,
ENSG00000026652,AGPAT4,,,
ENSG00000026950,BTN3A1,,,
ENSG00000027697,IFNGR1,,,
ENSG00000028839,TBPL1,,,
ENSG00000029639,TFB1M,,,
ENSG00000029993,HMGB3,,,
ENSG00000030110,BAK1,,,
ENSG00000030419,IKZF2,,,
ENSG00000031081,ARHGAP31,,,
ENSG00000031691,CENPQ,,,
ENSG00000033050,ABCF2,,,
ENSG00000033100,CHPF2,,,
ENSG00000033178,UBA6,,,
ENSG00000033867,SLC4A7,,,
ENSG00000034239,CLXN,,,
ENSG00000034510,TMSB10,,,
ENSG00000034533,ASTE1,,,
ENSG00000034693,PEX3,,,
ENSG00000035115,SH3YL1,,,
ENSG00000035499,DEPDC1B,,,
ENSG00000036448,MYOM2,,,
ENSG00000037241,RPL26L1,,,
ENSG00000037280,FLT4,,,
ENSG00000038002,AGA,,,
ENSG00000038219,BOD1L1,,,
ENSG00000038295,TLL1,,,
ENSG00000038427,VCAN,,,
ENSG00000038945,MSR1,,,
ENSG00000039319,ZFYVE16,,,
ENSG00000039650,PNKP,,,
ENSG00000040275,SPDL1,,,
ENSG00000041880,PARP3,,,
ENSG00000041982,TNC,,,
ENSG00000042062,RIPOR3,,,
ENSG00000042445,RETSAT,,,
ENSG00000042493,CAPG,,,
ENSG00000042832,TG,,,
ENSG00000042980,ADAM28,,,
ENSG00000043462,LCP2,,,
ENSG00000044090,CUL7,,,
ENSG00000044446,PHKA2,,,
ENSG00000044459,CNTLN,,,
ENSG00000044524,EPHA3,,,
ENSG00000044574,HSPA5,,,
ENSG00000046647,GEMIN8,,,
ENSG00000046651,OFD1,,,
ENSG00000046653,GPM6B,,,
ENSG00000046774,MAGEC2,,,
ENSG00000046889,PREX2,,,
ENSG00000047188,YTHDC2,,,
ENSG00000047249,ATP6V1H,,,
ENSG00000047365,ARAP2,,,
ENSG00000047457,CP,,,
ENSG00000047634,SCML1,,,
ENSG00000047644,WWC3,,,
ENSG00000047648,ARHGAP6,,,
ENSG00000047936,ROS1,,,
ENSG00000048052,HDAC9,,,
ENSG00000048140,TSPAN17,,,
ENSG00000048162,NOP16,,,
ENSG00000048342,CC2D2A,,,
ENSG00000048392,RRM2B,,,
ENSG00000048544,MRPS10,,,
ENSG00000049323,LTBP1,,,
ENSG00000049540,ELN,,,
ENSG00000049541,RFC2,,,
ENSG00000049656,CLPTM1L,,,
ENSG00000049860,HEXB,,,
ENSG00000050327,ARHGEF5,,,
ENSG00000050344,NFE2L3,,,
ENSG00000050555,LAMC3,,,
ENSG00000051341,POLQ,,,
ENSG00000051596,THOC3,,,
ENSG00000051620,HEBP2,,,
ENSG00000052795,FNIP2,,,
ENSG00000052802,MSMO1,,,
ENSG00000053524,MCF2L2,,,
ENSG00000053900,ANAPC4,,,
ENSG00000054148,PHPT1,,,
ENSG00000054219,LY75,,,
ENSG00000054598,FOXC1,,,
ENSG00000054793,ATP9A,,,
ENSG00000055163,CYFIP2,,,
ENSG00000055332,EIF2AK2,,,
ENSG00000056050,HPF1,,,
ENSG00000056558,TRAF1,,,
ENSG00000056736,IL17RB,,,
ENSG00000056972,TRAF3IP2,,,
ENSG00000056998,GYG2,,,
ENSG00000057019,DCBLD2,,,
ENSG00000057657,PRDM1,,,
ENSG00000057663,ATG5,,,
ENSG00000057935,MTA3,,,
ENSG00000058056,USP13,,,
ENSG00000058063,ATP11B,,,
ENSG00000058091,CDK14,,,
ENSG00000058262,SEC61A1,,,
ENSG00000058729,RIOK2,,,
ENSG00000058866,DGKG,,,
ENSG00000059377,TBXAS1,,,
ENSG00000059378,PARP12,,,
ENSG00000059728,MXD1,,,
ENSG00000059769,DNAJC25,,,
ENSG00000060491,OGFR,,,
ENSG00000060762,MPC1,,,
ENSG00000061337,LZTS1,,,
ENSG00000061656,SPAG4,,,
ENSG00000061918,GUCY1B1,,,
ENSG00000061938,TNK2,,,
ENSG00000062096,ARSF,,,
ENSG00000062822,POLD1,,,
ENSG00000063177,RPL18,,,
ENSG00000063241,ISOC2,,,
ENSG00000063245,EPN1,,,
ENSG00000063438,AHRR,,,
ENSG00000063587,ZNF275,,,
ENSG00000063660,GPC1,,,
ENSG00000064012,CASP8,,,
ENSG00000064042,LIMCH1,,,
ENSG00000064205,CCN5,,,
ENSG00000064225,ST3GAL6,,,
ENSG00000064393,HIPK2,,,
ENSG00000064601,CTSA,,,
ENSG00000064651,SLC12A2,,,
ENSG00000064652,SNX24,,,
ENSG00000064933,PMS1,,,
ENSG00000064989,CALCRL,,,
ENSG00000064999,ANKS1A,,,
ENSG00000065060,UHRF1BP1,,,
ENSG00000065308,TRAM2,,,
ENSG00000065371,ROPN1,,,
ENSG00000065413,ANKRD44,,,
ENSG00000065485,PDIA5,,,
ENSG00000065518,NDUFB4,,,
ENSG00000065534,MYLK,,,
ENSG00000065548,ZC3H15,,,
ENSG00000065833,ME1,,,
ENSG00000065882,TBC1D1,,,
ENSG00000065911,MTHFD2,,,
ENSG00000065923,SLC9A7,,,
ENSG00000066032,CTNNA2,,,
ENSG00000066230,SLC9A3,,,
ENSG00000066248,NGEF,,,
ENSG00000066379,POLR1H,,,
ENSG00000066583,ISOC1,,,
ENSG00000066651,TRMT11,,,
ENSG00000066697,MSANTD3,,,
ENSG00000067048,DDX3Y,,,
ENSG00000067113,PLPP1,,,
ENSG00000067167,TRAM1,,,
ENSG00000067177,PHKA1,,,
ENSG00000067445,TRO,,,
ENSG00000067646,ZFY,,,
ENSG00000067840,PDZD4,,,
ENSG00000067992,PDK3,,,
ENSG00000068001,HYAL2,,,
ENSG00000068024,HDAC4,,,
ENSG00000068078,FGFR3,,,
ENSG00000068323,TFE3,,,
ENSG00000068354,TBC1D25,,,
ENSG00000068366,ACSL4,,,
ENSG00000068654,POLR1A,,,
ENSG00000068724,TTC7A,,,
ENSG00000068885,IFT80,,,
ENSG00000069020,MAST4,,,
ENSG00000069122,ADGRF5,,,
ENSG00000069509,FUNDC1,,,
ENSG00000069535,MAOB,,,
ENSG00000069998,HDHD5,,,
ENSG00000070087,PFN2,,,
ENSG00000070159,PTPN3,,,
ENSG00000070190,DAPP1,,,
ENSG00000070214,SLC44A1,,,
ENSG00000070371,CLTCL1,,,
ENSG00000070476,ZXDC,,,
ENSG00000070501,POLB,,,
ENSG00000070601,FRMPD1,,,
ENSG00000070614,NDST1,,,
ENSG00000070669,ASNS,,,
ENSG00000070718,AP3M2,,,
ENSG00000070756,PABPC1,,,
ENSG00000070814,TCOF1,,,
ENSG00000070882,OSBPL3,,,
ENSG00000071051,NCK2,,,
ENSG00000071054,MAP4K4,,,
ENSG00000071073,MGAT4A,,,
ENSG00000071082,RPL31,,,
ENSG00000071127,WDR1,,,
ENSG00000071189,SNX13,,,
ENSG00000071205,ARHGAP10,,,
ENSG00000071242,RPS6KA2,,,
ENSG00000071243,ING3,,,
ENSG00000071282,LMCD1,,,
ENSG00000071539,TRIP13,,,
ENSG00000071553,ATP6AP1,,,
ENSG00000071575,TRIB2,,,
ENSG00000071794,HLTF,,,
ENSG00000071859,FAM50A,,,
ENSG00000071894,CPSF1,,,
ENSG00000071967,CYBRD1,,,
ENSG00000071994,PDCD2,,,
ENSG00000072133,RPS6KA6,,,
ENSG00000072135,PTPN18,,,
ENSG00000072163,LIMS2,,,
ENSG00000072195,SPEG,,,
ENSG00000072201,LNX1,,,
ENSG00000072274,TFRC,,,
ENSG00000072506,HSD17B10,,,
ENSG00000072571,HMMR,,,
ENSG00000072682,P4HA2,,,
ENSG00000072756,TRNT1,,,
ENSG00000072786,STK10,,,
ENSG00000072832,CRMP1,,,
ENSG00000072840,EVC,,,
ENSG00000072858,SIDT1,,,
ENSG00000073111,MCM2,,,
ENSG00000073282,TP63,,,
ENSG00000073331,ALPK1,,,
ENSG00000073464,CLCN4,,,
ENSG00000073711,PPP2R3A,,,
ENSG00000073737,DHRS9,,,
ENSG00000073792,IGF2BP2,,,
ENSG00000073849,ST6GAL1,,,
ENSG00000074047,GLI2,,,
ENSG00000074211,PPP2R2C,,,
ENSG00000074219,TEAD2,,,
ENSG00000074416,MGLL,,,
ENSG00000074582,BCS1L,,,
ENSG00000074706,IPCEF1,,,
ENSG00000074935,TUBE1,,,
ENSG00000074966,TXK,,,
ENSG00000075142,SRI,,,
ENSG00000075213,SEMA3A,,,
ENSG00000075218,GTSE1,,,
ENSG00000075223,SEMA3C,,,
ENSG00000075234,TTC38,,,
ENSG00000075240,GRAMD4,,,
ENSG00000075275,CELSR1,,,
ENSG00000075292,ZNF638,,,
ENSG00000075303,SLC25A40,,,
ENSG00000075426,FOSL2,,,
ENSG00000075618,FSCN1,,,
ENSG00000075624,ACTB,,,
ENSG00000075651,PLD1,,,
ENSG00000075711,DLG1,,,
ENSG00000075785,RAB7A,,,
ENSG00000075790,BCAP29,,,
ENSG00000075884,ARHGAP15,,,
ENSG00000075975,MKRN2,,,
ENSG00000076003,MCM6,,,
ENSG00000076201,PTPN23,,,
ENSG00000076554,TPD52,,,
ENSG00000076641,PAG1,,,
ENSG00000076716,GPC4,,,
ENSG00000076770,MBNL3,,,
ENSG00000077044,DGKD,,,
ENSG00000077063,CTTNBP2,,,
ENSG00000077092,RARB,,,
ENSG00000077097,TOP2B,,,
ENSG00000077264,PAK3,,,
ENSG00000077279,DCX,,,
ENSG00000077454,LRCH4,,,
ENSG00000077684,JADE1,,,
ENSG00000077782,FGFR1,,,
ENSG00000077942,FBLN1,,,
ENSG00000077984,CST7,,,
ENSG00000078018,MAP2,,,
ENSG00000078053,AMPH,,,
ENSG00000078070,MCCC1,,,
ENSG00000078081,LAMP3,,,
ENSG00000078098,FAP,,,
ENSG00000078177,N4BP2,,,
ENSG00000078269,SYNJ2,,,
ENSG00000078295,ADCY2,,,
ENSG00000078399,HOXA9,,,
ENSG00000078401,EDN1,,,
ENSG00000078487,ZCWPW1,,,
ENSG00000078549,ADCYAP1R1,,,
ENSG00000078589,P2RY10,,,
ENSG00000078596,ITM2A,,,
ENSG00000078668,VDAC3,,,
ENSG00000078674,PCM1,,,
ENSG00000078804,TP53INP2,,,
ENSG00000079102,RUNX1T1,,,
ENSG00000079150,FKBP7,,,
ENSG00000079156,OSBPL6,,,
ENSG00000079215,SLC1A3,,,
ENSG00000079257,LXN,,,
ENSG00000079263,SP140,,,
ENSG00000079308,TNS1,,,
ENSG00000079459,FDFT1,,,
ENSG00000079482,OPHN1,,,
ENSG00000079691,CARMIL1,,,
ENSG00000079819,EPB41L2,,,
ENSG00000079841,RIMS1,,,
ENSG00000079931,MOXD1,,,
ENSG00000079950,STX7,,,
ENSG00000079974,RABL2B,,,
ENSG00000080031,PTPRH,,,
ENSG00000080200,CRYBG3,,,
ENSG00000080298,RFX3,,,
ENSG00000080345,RIF1,,,
ENSG00000080493,SLC4A4,,,
ENSG00000080503,SMARCA2,,,
ENSG00000080546,SESN1,,,
ENSG00000080561,MID2,,,
ENSG00000080608,PUM3,,,
ENSG00000080709,KCNN2,,,
ENSG00000080802,CNOT4,,,
ENSG00000080819,CPOX,,,
ENSG00000080822,CLDND1,,,
ENSG00000080845,DLGAP4,,,
ENSG00000081052,COL4A4,,,
ENSG00000081059,TCF7,,,
ENSG00000081087,OSTM1,,,
ENSG00000081154,PCNP,,,
ENSG00000081189,MEF2C,,,
ENSG00000081307,UBA5,,,
ENSG00000081320,STK17B,,,
ENSG00000081377,CDC14B,,,
ENSG00000081386,ZNF510,,,
ENSG00000081479,LRP2,,,
ENSG00000081791,DELE1,,,
ENSG00000081803,CADPS2,,,
ENSG00000082014,SMARCD3,,,
ENSG00000082074,FYB1,,,
ENSG00000082146,STRADB,,,
ENSG00000082196,C1QTNF3,,,
ENSG00000082213,C5orf22,,,
ENSG00000082269,FAM135A,,,
ENSG00000082293,COL19A1,,,
ENSG00000082438,COBLL1,,,
ENSG00000082458,DLG3,,,
ENSG00000082781,ITGB5,,,
ENSG00000083067,TRPM3,,,
ENSG00000083097,DOP1A,,,
ENSG00000083099,LYRM2,,,
ENSG00000083123,BCKDHB,,,
ENSG00000083223,TUT7,,,
ENSG00000083307,GRHL2,,,
ENSG00000083312,TNPO1,,,
ENSG00000083720,OXCT1,,,
ENSG00000083750,RRAGB,,,
ENSG00000083814,ZNF671,,,
ENSG00000083828,ZNF586,,,
ENSG00000083845,RPS5,,,
ENSG00000083857,FAT1,,,
ENSG00000083896,YTHDC1,,,
ENSG00000083937,CHMP2B,,,
ENSG00000084674,APOB,,,
ENSG00000084676,NCOA1,,,
ENSG00000084710,EFR3B,,,
ENSG00000084731,KIF3C,,,
ENSG00000084774,CAD,,,
ENSG00000085185,BCORL1,,,
ENSG00000085231,AK6,,,
ENSG00000085265,FCN1,,,
ENSG00000085274,MYNN,,,
ENSG00000085276,MECOM,,,
ENSG00000085365,SCAMP1,,,
ENSG00000085377,PREP,,,
ENSG00000085382,HACE1,,,
ENSG00000085449,WDFY1,,,
ENSG00000085511,MAP3K4,,,
ENSG00000085514,PILRA,,,
ENSG00000085563,ABCB1,,,
ENSG00000085662,AKR1B1,,,
ENSG00000085719,CPNE3,,,
ENSG00000085788,DDHD2,,,
ENSG00000085871,MGST2,,,
ENSG00000085982,USP40,,,
ENSG00000086061,DNAJA1,,,
ENSG00000086062,B4GALT1,,,
ENSG00000086065,CHMP5,,,
ENSG00000086289,EPDR1,,,
ENSG00000086300,SNX10,,,
ENSG00000086570,FAT2,,,
ENSG00000086717,PPEF1,,,
ENSG00000086730,LAT2,,,
ENSG00000086758,HUWE1,,,
ENSG00000087074,PPP1R15A,,,
ENSG00000087076,HSD17B14,,,
ENSG00000087077,TRIP6,,,
ENSG00000087086,FTL,,,
ENSG00000087087,SRRT,,,
ENSG00000087088,BAX,,,
ENSG00000087116,ADAMTS2,,,
ENSG00000087128,TMPRSS11E,,,
ENSG00000087266,SH3BP2,,,
ENSG00000087460,GNAS,,,
ENSG00000087495,PHACTR3,,,
ENSG00000087510,TFAP2C,,,
ENSG00000087586,AURKA,,,
ENSG00000087842,PIR,,,
ENSG00000088038,CNOT3,,,
ENSG00000088179,PTPN4,,,
ENSG00000088298,EDEM2,,,
ENSG00000088305,DNMT3B,,,
ENSG00000088325,TPX2,,,
ENSG00000088367,EPB41L1,,,
ENSG00000088538,DOCK3,,,
ENSG00000088543,C3orf18,,,
ENSG00000088726,TMEM40,,,
ENSG00000088727,KIF9,,,
ENSG00000088766,CRLS1,,,
ENSG00000088826,SMOX,,,
ENSG00000088827,SIGLEC1,,,
ENSG00000088882,CPXM1,,,
ENSG00000088888,MAVS,,,
ENSG00000088899,LZTS3,,,
ENSG00000089048,ESF1,,,
ENSG00000089057,SLC23A2,,,
ENSG00000089063,TMEM230,,,
ENSG00000089101,CFAP61,,,
ENSG00000089195,TRMT6,,,
ENSG00000089289,IGBP1,,,
ENSG00000089472,HEPH,,,
ENSG00000089820,ARHGAP4,,,
ENSG00000090097,PCBP4,,,
ENSG00000090263,MRPS33,,,
ENSG00000090266,NDUFB2,,,
ENSG00000090530,P3H2,,,
ENSG00000090539,CHRD,,,
ENSG00000090776,EFNB1,,,
ENSG00000090889,KIF4A,,,
ENSG00000090971,NAT14,,,
ENSG00000091073,DTX2,,,
ENSG00000091106,NLRC4,,,
ENSG00000091127,PUS7,,,
ENSG00000091128,LAMB4,,,
ENSG00000091129,NRCAM,,,
ENSG00000091136,LAMB1,,,
ENSG00000091137,SLC26A4,,,
ENSG00000091138,SLC26A3,,,
ENSG00000091409,ITGA6,,,
ENSG00000091428,RAPGEF4,,,
ENSG00000091436,MAP3K20,,,
ENSG00000091490,SEL1L3,,,
ENSG00000091513,TF,,,
ENSG00000091656,ZFHX4,,,
ENSG00000091732,ZC3HC1,,,
ENSG00000091831,ESR1,,,
ENSG00000091844,RGS17,,,
ENSG00000091879,ANGPT2,,,
ENSG00000091972,CD200,,,
ENSG00000091986,CCDC80,,,
ENSG00000092421,SEMA6A,,,
ENSG00000092758,COL9A3,,,
ENSG00000092820,EZR,,,
ENSG00000092964,DPYSL2,,,
ENSG00000093009,CDC45,,,
ENSG00000093010,COMT,,,
ENSG00000093072,ADA2,,,
ENSG00000093144,ECHDC1,,,
ENSG00000093167,LRRFIP2,,,
ENSG00000093183,SEC22C,,,
ENSG00000093217,XYLB,,,
ENSG00000094755,GABRP,,,
ENSG00000095002,MSH2,,,
ENSG00000095015,MAP3K1,,,
ENSG00000095203,EPB41L4B,,,
ENSG00000095209,TMEM38B,,,
ENSG00000095303,PTGS1,,,
ENSG00000095321,CRAT,,,
ENSG00000095370,SH2D3C,,,
ENSG00000095380,NANS,,,
ENSG00000095383,TBC1D2,,,
ENSG00000095397,WHRN,,,
ENSG00000095951,HIVEP1,,,
ENSG00000095970,TREM2,,,
ENSG00000096060,FKBP5,,,
ENSG00000096070,BRPF3,,,
ENSG00000096080,MRPS18A,,,
ENSG00000096092,TMEM14A,,,
ENSG00000096093,EFHC1,,,
ENSG00000096384,HSP90AB1,,,
ENSG00000096433,ITPR3,,,
ENSG00000096696,DSP,,,
ENSG00000096872,IFT74,,,
ENSG00000096968,JAK2,,,
ENSG00000097007,ABL1,,,
ENSG00000099139,PCSK5,,,
ENSG00000099219,ERMP1,,,
ENSG00000099326,MZF1,,,
ENSG00000099399,MAGEB2,,,
ENSG00000099810,MTAP,,,
ENSG00000099889,ARVCF,,,
ENSG00000099901,RANBP1,,,
ENSG00000099904,ZDHHC8,,,
ENSG00000099917,MED15,,,
ENSG00000099949,LZTR1,,,
ENSG00000099953,MMP11,,,
ENSG00000099954,CECR2,,,
ENSG00000099956,SMARCB1,,,
ENSG00000099958,DERL3,,,
ENSG00000099977,DDT,,,
ENSG00000099985,OSM,,,
ENSG00000099991,CABIN1,,,
ENSG00000099992,TBC1D10A,,,
ENSG00000099994,SUSD2,,,
ENSG00000099998,GGT5,,,
ENSG00000099999,RNF215,,,
ENSG00000100003,SEC14L2,,,
ENSG00000100024,UPB1,,,
ENSG00000100029,PES1,,,
ENSG00000100031,GGT1,,,
ENSG00000100033,PRODH,,,
ENSG00000100036,SLC35E4,,,
ENSG00000100055,CYTH4,,,
ENSG00000100060,MFNG,,,
ENSG00000100065,CARD10,,,
ENSG00000100075,SLC25A1,,,
ENSG00000100077,GRK3,,,
ENSG00000100078,PLA2G3,,,
ENSG00000100079,LGALS2,,,
ENSG00000100083,GGA1,,,
ENSG00000100092,SH3BP1,,,
ENSG00000100097,LGALS1,,,
ENSG00000100099,HPS4,,,
ENSG00000100100,PIK3IP1,,,
ENSG00000100101,,,,
ENSG00000100116,GCAT,,,
ENSG00000100124,ANKRD54,,,
ENSG00000100129,EIF3L,,,
ENSG00000100138,SNU13,,,
ENSG00000100139,MICALL1,,,
ENSG00000100142,POLR2F,,,
ENSG00000100146,SOX10,,,
ENSG00000100154,TTC28,,,
ENSG00000100167,SEPTIN3,,,
ENSG00000100170,SLC5A1,,,
ENSG00000100191,SLC5A4,,,
ENSG00000100196,KDELR3,,,
ENSG00000100207,TCF20,,,
ENSG00000100209,HSCB,,,
ENSG00000100216,TOMM22,,,
ENSG00000100219,XBP1,,,
ENSG00000100225,FBXO7,,,
ENSG00000100226,GTPBP1,,,
ENSG00000100234,TIMP3,,,
ENSG00000100241,SBF1,,,
ENSG00000100242,SUN2,,,
ENSG00000100243,CYB5R3,,,
ENSG00000100246,DNAL4,,,
ENSG00000100258,LMF2,,,
ENSG00000100263,RHBDD3,,,
ENSG00000100266,PACSIN2,,,
ENSG00000100280,AP1B1,,,
ENSG00000100292,HMOX1,,,
ENSG00000100294,MCAT,,,
ENSG00000100297,MCM5,,,
ENSG00000100299,ARSA,,,
ENSG00000100300,TSPO,,,
ENSG00000100307,CBX7,,,
ENSG00000100311,PDGFB,,,
ENSG00000100316,RPL3,,,
ENSG00000100319,ZMAT5,,,
ENSG00000100321,SYNGR1,,,
ENSG00000100325,ASCC2,,,
ENSG00000100335,MIEF1,,,
ENSG00000100336,APOL4,,,
ENSG00000100341,PNPLA5,,,
ENSG00000100342,APOL1,,,
ENSG00000100344,PNPLA3,,,
ENSG00000100345,MYH9,,,
ENSG00000100348,TXN2,,,
ENSG00000100350,FOXRED2,,,
ENSG00000100351,GRAP2,,,
ENSG00000100353,EIF3D,,,
ENSG00000100354,TNRC6B,,,
ENSG00000100360,IFT27,,,
ENSG00000100365,NCF4,,,
ENSG00000100368,CSF2RB,,,
ENSG00000100376,FAM118A,,,
ENSG00000100379,KCTD17,,,
ENSG00000100380,ST13,,,
ENSG00000100385,IL2RB,,,
ENSG00000100387,RBX1,,,
ENSG00000100393,EP300,,,
ENSG00000100399,CHADL,,,
ENSG00000100401,RANGAP1,,,
ENSG00000100403,ZC3H7B,,,
ENSG00000100410,PHF5A,,,
ENSG00000100422,CERK,,,
ENSG00000100425,BRD1,,,
ENSG00000100979,PLTP,,,
ENSG00000100982,PCIF1,,,
ENSG00000100985,MMP9,,,
ENSG00000100994,PYGB,,,
ENSG00000101000,PROCR,,,
ENSG00000101003,GINS1,,,
ENSG00000101004,NINL,,,
ENSG00000101017,CD40,,,
ENSG00000101040,ZMYND8,,,
ENSG00000101049,SGK2,,,
ENSG00000101052,IFT52,,,
ENSG00000101057,MYBL2,,,
ENSG00000101082,SLA2,,,
ENSG00000101084,RAB5IF,,,
ENSG00000101096,NFATC2,,,
ENSG00000101104,PABPC1L,,,
ENSG00000101132,PFDN4,,,
ENSG00000101144,BMP7,,,
ENSG00000101150,TPD52L2,,,
ENSG00000101152,DNAJC5,,,
ENSG00000101160,CTSZ,,,
ENSG00000101166,PRELID3B,,,
ENSG00000101181,MTG2,,,
ENSG00000101182,PSMA7,,,
ENSG00000101187,SLCO4A1,,,
ENSG00000101189,MRGBP,,,
ENSG00000101190,TCFL5,,,
ENSG00000101194,SLC17A9,,,
ENSG00000101197,BIRC7,,,
ENSG00000101198,NKAIN4,,,
ENSG00000101199,ARFGAP1,,,
ENSG00000101210,EEF1A2,,,
ENSG00000101213,PTK6,,,
ENSG00000101220,C20orf27,,,
ENSG00000101224,CDC25B,,,
ENSG00000101230,ISM1,,,
ENSG00000101236,RNF24,,,
ENSG00000101255,TRIB3,,,
ENSG00000101265,RASSF2,,,
ENSG00000101294,HM13,,,
ENSG00000101298,SNPH,,,
ENSG00000101311,FERMT1,,,
ENSG00000101333,PLCB4,,,
ENSG00000101336,HCK,,,
ENSG00000101347,SAMHD1,,,
ENSG00000101350,KIF3B,,,
ENSG00000101361,NOP56,,,
ENSG00000101365,IDH3B,,,
ENSG00000101384,JAG1,,,
ENSG00000101400,SNTA1,,,
ENSG00000101412,E2F1,,,
ENSG00000101417,PXMP4,,,
ENSG00000101421,CHMP4B,,,
ENSG00000101439,CST3,,,
ENSG00000101444,AHCY,,,
ENSG00000101445,PPP1R16B,,,
ENSG00000101447,FAM83D,,,
ENSG00000101457,DNTTIP1,,,
ENSG00000101460,MAP1LC3A,,,
ENSG00000101474,APMAP,,,
ENSG00000101825,MXRA5,,,
ENSG00000101843,PSMD10,,,
ENSG00000101846,STS,,,
ENSG00000101849,TBL1X,,,
ENSG00000101850,GPR143,,,
ENSG00000101856,PGRMC1,,,
ENSG00000101871,MID1,,,
ENSG00000101888,NXT2,,,
ENSG00000101911,PRPS2,,,
ENSG00000101916,TLR8,,,
ENSG00000101928,MOSPD1,,,
ENSG00000101938,CHRDL1,,,
ENSG00000101955,SRPX,,,
ENSG00000101966,XIAP,,,
ENSG00000101972,STAG2,,,
ENSG00000101986,ABCD1,,,
ENSG00000102003,SYP,,,
ENSG00000102007,PLP2,,,
ENSG00000102010,BMX,,,
ENSG00000102024,PLS3,,,
ENSG00000102030,NAA10,,,
ENSG00000102032,RENBP,,,
ENSG00000102034,ELF4,,,
ENSG00000102038,SMARCA1,,,
ENSG00000102048,ASB9,,,
ENSG00000102096,PIM2,,,
ENSG00000102100,SLC35A2,,,
ENSG00000102103,PQBP1,,,
ENSG00000102119,EMD,,,
ENSG00000102144,PGK1,,,
ENSG00000102158,MAGT1,,,
ENSG00000102172,SMS,,,
ENSG00000102174,PHEX,,,
ENSG00000102218,RP2,,,
ENSG00000102221,JADE3,,,
ENSG00000102225,CDK16,,,
ENSG00000102241,HTATSF1,,,
ENSG00000102265,TIMP1,,,
ENSG00000102287,GABRE,,,
ENSG00000102302,FGD1,,,
